County,Municipality,DLGSCode,LD,CD,Area15,Area16,Area17,Area18,Dens15,Dens16,Dens17,Dens18,Pop15,Pop16,Pop17,Pop18,PopE15,PopE16,PopE17,PopE18,PopCh15,PopCh16,PopCh17,PopCh18
Middlesex,New Brunswick,1214,17,6,5.23,5.23,5.23,5.23,10905,10881,10913,10727,55181,55181,55181,55181,57035,56910,57073,56100,3.36,3.13,3.43,1.67
Middlesex,North Brunswick,1215,17,12,12,12,12,12,3560,3537,3553,3487,40742,40742,40742,40742,42725,42444,42641,41848,4.87,4.18,4.66,2.71
Middlesex,Old Bridge,1209,12,6,38.06,38.06,38.06,38.06,1766,1752,1761,1731,65375,65375,65375,65375,67215,66673,67032,65898,2.81,1.99,2.53,0.8
Middlesex,Perth Amboy,1216,19,6,4.7,4.7,4.7,4.7,11209,11170,11239,11049,50814,50814,50814,50814,52682,52499,52823,51928,3.68,3.32,3.95,2.19
Middlesex,Piscataway,1217,17,6,18.83,18.83,18.83,18.83,3084,3059,3074,3023,56044,56044,56044,56044,58069,57602,57887,56923,3.61,2.78,3.29,1.57
Middlesex,Plainsboro,1218,14,12,11.78,11.78,11.78,11.78,2005,1987,1995,1958,22999,22999,22999,22999,23621,23407,23504,23071,2.7,1.77,2.2,0.31
Middlesex,Sayreville,1219,19,6,15.84,15.84,15.84,15.84,2836,2835,2861,2813,42704,42704,42704,42704,44920,44905,45325,44556,5.19,5.15,6.14,4.34
Middlesex,South Amboy,1220,19,6,1.55,1.55,1.55,1.55,5707,5663,5714,5755,8631,8631,8631,8631,8846,8778,8857,8921,2.49,1.7,2.62,3.36
Middlesex,South Brunswick,1221,16,12,40.65,40.65,40.65,40.65,1123,1125,1145,1130,43417,43417,43417,43417,45664,45725,46561,45942,5.18,5.32,7.24,5.82
Middlesex,South Plainfield,1222,18,6,8.33,8.33,8.33,8.33,2916,2908,2933,2897,23385,23385,23385,23385,24290,24221,24435,24131,3.87,3.57,4.49,3.19
Middlesex,South River,1223,18,12,2.77,2.77,2.77,2.77,5920,5883,5902,5784,16008,16008,16008,16008,16399,16295,16349,16023,2.44,1.79,2.13,0.09
Middlesex,Spotswood,1224,14,12,2.27,2.27,2.27,2.27,3734,3713,3725,3659,8257,8257,8257,8257,8476,8429,8456,8307,2.65,2.08,2.41,0.61
Middlesex,Woodbridge,1225,19,6,23.21,23.21,23.21,23.21,4399,4368,4393,4328,99585,99585,99585,99585,102105,101389,101965,100450,2.53,1.81,2.39,0.87
Monmouth,Aberdeen,1330,13,6,5.45,5.45,5.45,5.45,3395,3371,3368,3419,18210,18210,18210,18210,18503,18374,18355,18636,1.61,0.9,0.8,2.34
Monmouth,Allenhurst,1301,11,6,0.26,0.26,0.26,0.26,1888,1873,1881,1865,496,496,496,496,491,487,489,485,-1.01,-1.81,-1.41,-2.22
Monmouth,Allentown,1302,12,4,0.6,0.6,0.6,0.6,3042,3017,3018,2980,1828,1828,1828,1828,1825,1810,1811,1788,-0.16,-0.98,-0.93,-2.19
Monmouth,Asbury Park,1303,11,6,1.42,1.42,1.42,1.42,11139,11072,11104,10923,16116,16116,16116,16116,15818,15722,15767,15511,-1.85,-2.44,-2.17,-3.75
Monmouth,Atlantic Highlands,1304,13,6,1.29,1.29,1.29,1.29,3342,3329,3342,3346,4385,4385,4385,4385,4311,4295,4311,4316,-1.69,-2.05,-1.69,-1.57
Monmouth,Avon By The Sea,1305,30,4,0.43,0.43,0.43,0.43,4172,4167,4172,4140,1901,1901,1901,1901,1794,1792,1794,1780,-5.63,-5.73,-5.63,-6.37
Monmouth,Belmar,1306,30,4,1.05,1.05,1.05,1.05,5440,5413,5411,5321,5794,5794,5794,5794,5712,5684,5682,5587,-1.42,-1.9,-1.93,-3.57
Monmouth,Bradley Beach,1307,30,4,0.61,0.61,0.61,0.61,6997,6961,6926,6843,4298,4298,4298,4298,4268,4246,4225,4174,-0.7,-1.21,-1.7,-2.89
Monmouth,Brielle,1308,30,4,1.76,1.76,1.76,1.76,2703,2679,2684,2665,4774,4774,4774,4774,4757,4715,4724,4691,-0.36,-1.24,-1.05,-1.74
Monmouth,Colts Neck,1309,11,4,30.73,30.73,30.73,30.73,327,324,324,321,10142,10142,10142,10142,10039,9965,9968,9879,-1.02,-1.75,-1.72,-2.59
Monmouth,Deal,1310,11,6,1.24,1.24,1.24,1.24,595,591,591,583,750,750,750,750,738,733,733,723,-1.6,-2.27,-2.27,-3.6
Monmouth,Eatontown,1311,11,4,5.83,5.83,5.83,5.83,2110,2108,2123,2100,12709,12709,12709,12709,12301,12287,12376,12242,-3.21,-3.32,-2.62,-3.67
Monmouth,Englishtown,1312,12,4,0.57,0.57,0.57,0.57,3430,3400,3409,3377,1847,1847,1847,1847,1955,1938,1943,1925,5.85,4.93,5.2,4.22
Monmouth,Fair Haven,1313,13,4,1.6,1.6,1.6,1.6,3768,3735,3719,3638,6121,6121,6121,6121,6029,5976,5950,5820,-1.5,-2.37,-2.79,-4.92
Monmouth,Farmingdale,1314,30,4,0.52,0.52,0.52,0.52,2512,2487,2496,2540,1329,1329,1329,1329,1306,1293,1298,1321,-1.73,-2.71,-2.33,-0.6
Monmouth,Freehold,1315,11,4,1.95,1.95,1.95,1.95,6133,6098,6099,6034,12052,12052,12052,12052,11959,11891,11894,11767,-0.77,-1.34,-1.31,-2.36
Monmouth,Freehold Twp,1316,11,4,38.5,38.5,38.5,38.5,930,925,910,902,36184,36184,36184,36184,35807,35623,35053,34735,-1.04,-1.55,-3.13,-4
Monmouth,Hazlet,1339,13,6,5.56,5.56,5.56,5.56,3615,3596,3600,3562,20334,20334,20334,20334,20097,19994,20015,19802,-1.17,-1.67,-1.57,-2.62
Monmouth,Highlands,1317,13,6,0.77,0.77,0.77,0.77,6321,6265,6261,6194,5005,5005,5005,5005,4867,4824,4821,4769,-2.76,-3.62,-3.68,-4.72
Monmouth,Holmdel,1318,13,4,17.9,17.9,17.9,17.9,931,928,930,931,16773,16773,16773,16773,16671,16604,16640,16662,-0.61,-1.01,-0.79,-0.66
Monmouth,Howell,1319,30,4,60.56,60.56,60.56,60.56,860,863,867,861,51075,51075,51075,51075,52104,52245,52476,52114,2.01,2.29,2.74,2.03
Monmouth,Interlaken,1320,11,6,0.33,0.33,0.33,0.33,2448,2427,2427,2400,820,820,820,820,808,801,801,792,-1.46,-2.32,-2.32,-3.41
Monmouth,Keansburg,1321,13,6,1.07,1.07,1.07,1.07,9227,9183,9164,9083,10105,10105,10105,10105,9873,9826,9806,9719,-2.3,-2.76,-2.96,-3.82
Monmouth,Keyport,1322,13,6,1.4,1.4,1.4,1.4,5104,5061,5061,5038,7240,7240,7240,7240,7145,7085,7085,7053,-1.31,-2.14,-2.14,-2.58
Monmouth,Lake Como,1347,30,4,0.25,0.25,0.25,0.25,6900,6868,6868,6776,1759,1759,1759,1759,1725,1717,1717,1694,-1.93,-2.39,-2.39,-3.7
Monmouth,Little Silver,1323,13,4,2.71,2.71,2.71,2.71,2182,2175,2180,2145,5950,5950,5950,5950,5913,5895,5908,5813,-0.62,-0.92,-0.71,-2.3
Monmouth,Loch Arbour,1324,11,6,0.1,0.1,0.1,0.1,1870,1830,1830,1810,194,194,194,194,187,183,183,181,-3.61,-5.67,-5.67,-6.7
Monmouth,Long Branch,1325,11,6,5.27,5.27,5.27,5.27,5871,5837,5837,5770,30719,30719,30719,30719,30941,30763,30762,30406,0.72,0.14,0.14,-1.02
Monmouth,Manalapan,1326,12,4,30.61,30.61,30.61,30.61,1312,1307,1307,1294,38872,38872,38872,38872,40169,40018,40013,39596,3.34,2.95,2.94,1.86
Monmouth,Manasquan,1327,30,4,1.38,1.38,1.38,1.38,4214,4216,4278,4236,5897,5897,5897,5897,5815,5818,5903,5846,-1.39,-1.34,0.1,-0.86
Monmouth,Marlboro,1328,13,6,30.36,30.36,30.36,30.36,1340,1328,1328,1313,40191,40191,40191,40191,40671,40330,40306,39874,1.19,0.35,0.29,-0.79
Monmouth,Matawan,1329,12,6,2.26,2.26,2.26,2.26,3917,3915,3924,3865,8810,8810,8810,8810,8853,8848,8869,8736,0.49,0.43,0.67,-0.84
Monmouth,Middletown,1331,13,4,40.99,40.99,40.99,40.99,1611,1598,1600,1598,66522,66522,66522,66522,66024,65482,65603,65490,-0.75,-1.56,-1.38,-1.55
Monmouth,Millstone Twp,1332,12,4,36.59,36.59,36.59,36.59,285,286,287,286,10566,10566,10566,10566,10443,10450,10517,10453,-1.16,-1.1,-0.46,-1.07
Monmouth,Monmouth Beach,1333,13,6,1.08,1.08,1.08,1.08,2999,2983,2996,2989,3279,3279,3279,3279,3239,3222,3236,3228,-1.22,-1.74,-1.31,-1.56
Monmouth,Neptune City,1335,11,4,0.95,0.95,0.95,0.95,5056,4986,4956,4889,4869,4869,4869,4869,4803,4737,4708,4645,-1.36,-2.71,-3.31,-4.6
Monmouth,Neptune Twp,1334,11,4,8.18,8.18,8.18,8.18,3371,3397,3404,3373,27935,27935,27935,27935,27574,27789,27844,27595,-1.29,-0.52,-0.33,-1.22
Monmouth,Ocean Twp,1337,11,4,10.88,10.88,10.88,10.88,2491,2457,2481,2455,27291,27291,27291,27291,27105,26729,26988,26708,-0.68,-2.06,-1.11,-2.14
Monmouth,Oceanport,1338,13,6,3.18,3.18,3.18,3.18,1805,1800,1810,1808,5832,5832,5832,5832,5739,5725,5755,5751,-1.59,-1.83,-1.32,-1.39
Monmouth,Red Bank,1340,11,4,1.74,1.74,1.74,1.74,7014,6989,6983,6924,12206,12206,12206,12206,12204,12160,12150,12048,-0.02,-0.38,-0.46,-1.29
Monmouth,Roosevelt,1341,12,4,1.91,1.91,1.91,1.91,456,447,447,441,882,882,882,882,871,854,854,842,-1.25,-3.17,-3.17,-4.54
Monmouth,Rumson,1342,13,4,5.06,5.06,5.06,5.06,1369,1349,1357,1339,7122,7122,7122,7122,6926,6824,6864,6776,-2.75,-4.18,-3.62,-4.86
Monmouth,Sea Bright,1343,13,6,0.73,0.73,0.73,0.73,1841,1900,1903,1868,1412,1412,1412,1412,1344,1387,1389,1364,-4.82,-1.77,-1.63,-3.4
Monmouth,Sea Girt,1344,30,4,1.06,1.06,1.06,1.06,1708,1684,1674,1671,1828,1828,1828,1828,1811,1785,1774,1771,-0.93,-2.35,-2.95,-3.12
Monmouth,Shrewsbury,1345,11,4,2.17,2.17,2.17,2.17,1904,1900,1900,1882,3809,3809,3809,3809,4131,4122,4122,4085,8.45,8.22,8.22,7.25
Monmouth,Shrewsbury Twp,1346,11,4,0.1,0.1,0.1,0.1,11220,10090,10100,10000,1141,1141,1141,1141,1122,1009,1010,1000,-1.67,-11.57,-11.48,-12.36
Monmouth,Spring Lake,1348,30,4,1.33,1.33,1.33,1.33,2229,2228,2227,2199,2993,2993,2993,2993,2965,2963,2962,2925,-0.94,-1,-1.04,-2.27
Monmouth,Spring Lake Heights,1349,30,4,1.28,1.28,1.28,1.28,3640,3602,3608,3559,4713,4713,4713,4713,4659,4611,4618,4555,-1.15,-2.16,-2.02,-3.35
Monmouth,Tinton Falls,1336,11,4,15.49,15.49,15.49,15.49,1147,1149,1148,1134,17892,17892,17892,17892,17772,17800,17789,17563,-0.67,-0.51,-0.58,-1.84
Monmouth,Union Beach,1350,13,6,1.8,1.8,1.8,1.8,3108,3102,3090,3047,6245,6245,6245,6245,5595,5584,5562,5485,-10.41,-10.58,-10.94,-12.17
Monmouth,Upper Freehold,1351,12,4,46.42,46.42,46.42,46.42,148,148,150,151,6902,6902,6902,6902,6887,6881,6975,7019,-0.22,-0.3,1.06,1.7
Monmouth,Wall,1352,30,4,30.67,30.67,30.67,30.67,850,847,847,838,26164,26164,26164,26164,26055,25987,25981,25705,-0.42,-0.68,-0.7,-1.75
Monmouth,West Long Branch,1353,11,6,2.86,2.86,2.86,2.86,2795,2784,2787,2765,8097,8097,8097,8097,7994,7963,7972,7909,-1.27,-1.65,-1.54,-2.32
Morris,Boonton,1401,25,11,2.34,2.34,2.34,2.34,3607,3582,3570,3509,8347,8347,8347,8347,8441,8382,8354,8212,1.13,0.42,0.08,-1.62
Morris,Boonton Twp,1402,25,11,8.24,8.24,8.24,8.24,529,529,528,521,4263,4263,4263,4263,4363,4362,4350,4296,2.35,2.32,2.04,0.77
Morris,Butler,1403,26,11,2.04,2.04,2.04,2.04,3775,3813,3811,3750,7539,7539,7539,7539,7701,7779,7774,7650,2.15,3.18,3.12,1.47
Morris,Chatham,1404,21,11,2.37,2.37,2.37,2.37,3795,3788,3767,3698,8962,8962,8962,8962,8993,8977,8928,8765,0.35,0.17,-0.38,-2.2
Morris,Chatham Twp,1405,27,11,8.98,8.98,8.98,8.98,1179,1165,1162,1145,10452,10452,10452,10452,10585,10466,10435,10284,1.27,0.13,-0.16,-1.61
Morris,Chester,1406,25,7,1.59,1.59,1.59,1.59,1053,1050,1047,1034,1649,1649,1649,1649,1675,1669,1665,1644,1.58,1.21,0.97,-0.3
Morris,Chester Twp,1407,25,7,29.38,29.38,29.38,29.38,271,270,269,265,7838,7838,7838,7838,7963,7921,7915,7777,1.59,1.06,0.98,-0.78
Morris,Denville,1408,25,11,11.87,11.87,11.87,11.87,1417,1410,1427,1404,16635,16635,16635,16635,16818,16735,16941,16669,1.1,0.6,1.84,0.2
Morris,Dover,1409,25,7,2.68,2.68,2.68,2.68,6846,6810,6803,6702,18157,18157,18157,18157,18346,18252,18232,17961,1.04,0.52,0.41,-1.08
Morris,East Hanover,1410,27,11,7.89,7.89,7.89,7.89,1428,1423,1424,1401,11157,11157,11157,11157,11269,11228,11234,11054,1,0.64,0.69,-0.92
Morris,Florham Park,1411,27,11,7.29,7.29,7.29,7.29,1623,1614,1614,1590,11696,11696,11696,11696,11835,11766,11765,11594,1.19,0.6,0.59,-0.87
Morris,Hanover,1412,27,11,10.52,10.52,10.52,10.52,1370,1396,1394,1371,13712,13712,13712,13712,14409,14686,14661,14428,5.08,7.1,6.92,5.22
Morris,Harding,1413,27,11,19.92,19.92,19.92,19.92,196,194,194,192,3838,3838,3838,3838,3906,3868,3873,3824,1.77,0.78,0.91,-0.36
Morris,Jefferson,1414,26,11,39.13,39.13,39.13,39.13,549,547,546,537,21314,21314,21314,21314,21494,21406,21368,21012,0.84,0.43,0.25,-1.42
Morris,Kinnelon,1415,26,11,17.99,17.99,17.99,17.99,578,568,568,558,10248,10248,10248,10248,10392,10219,10213,10043,1.41,-0.28,-0.34,-2
Morris,Lincoln Park,1416,26,11,6.38,6.38,6.38,6.38,1631,1637,1641,1606,10521,10521,10521,10521,10405,10442,10468,10246,-1.1,-0.75,-0.5,-2.61
Morris,Long Hill,1430,21,7,11.85,11.85,11.85,11.85,741,738,735,722,8702,8702,8702,8702,8779,8744,8711,8560,0.88,0.48,0.1,-1.63
Morris,Madison,1417,27,11,4.21,4.21,4.21,4.21,3830,3818,3808,3924,15845,15845,15845,15845,16126,16072,16033,16522,1.77,1.43,1.19,4.27
Morris,Mendham,1418,25,11,5.95,5.95,5.95,5.95,841,838,837,825,4981,4981,4981,4981,5001,4988,4978,4910,0.4,0.14,-0.06,-1.43
Morris,Mendham Twp,1419,25,11,17.87,17.87,17.87,17.87,329,328,327,321,5869,5869,5869,5869,5873,5862,5845,5744,0.07,-0.12,-0.41,-2.13
Morris,Mine Hill,1420,25,7,2.94,2.94,2.94,2.94,1217,1224,1222,1201,3651,3651,3651,3651,3578,3599,3593,3531,-2,-1.42,-1.59,-3.29
Morris,Montville,1421,26,11,18.48,18.48,18.48,18.48,1182,1174,1173,1154,21528,21528,21528,21528,21850,21700,21681,21330,1.5,0.8,0.71,-0.92
Morris,Morris Plains,1423,26,11,2.56,2.56,2.56,2.56,2198,2185,2180,2309,5532,5532,5532,5532,5626,5593,5581,5912,1.7,1.1,0.89,6.87
Morris,Morris Twp,1422,25,11,15.62,15.62,15.62,15.62,1449,1446,1440,1422,22306,22306,22306,22306,22633,22580,22489,22207,1.47,1.23,0.82,-0.44
Morris,Morristown,1424,25,11,2.93,2.93,2.93,2.93,6346,6490,6497,6534,18411,18411,18411,18411,18594,19016,19037,19145,0.99,3.29,3.4,3.99
Morris,Mount Arlington,1426,25,7,2.17,2.17,2.17,2.17,2442,2514,2704,2708,5050,5050,5050,5050,5300,5455,5868,5877,4.95,8.02,16.2,16.38
Morris,Mount Olive,1427,24,7,29.41,29.41,29.41,29.41,988,990,995,988,28117,28117,28117,28117,29055,29130,29253,29051,3.34,3.6,4.04,3.32
Morris,Mountain Lakes,1425,25,11,2.62,2.62,2.62,2.62,1637,1653,1658,1632,4160,4160,4160,4160,4288,4332,4345,4276,3.08,4.13,4.45,2.79
Morris,Netcong,1428,25,7,0.84,0.84,0.84,0.84,3873,3850,3844,3777,3232,3232,3232,3232,3253,3234,3229,3173,0.65,0.06,-0.09,-1.83
Morris,Parsippany-Troy Hills,1429,26,11,23.56,23.56,23.56,23.56,2277,2261,2258,2218,53238,53238,53238,53238,53641,53258,53201,52265,0.76,0.04,-0.07,-1.83
Morris,Pequannock,1431,40,11,6.75,6.75,6.75,6.75,2297,2285,2283,2245,15540,15540,15540,15540,15506,15425,15410,15157,-0.22,-0.74,-0.84,-2.46
Morris,Randolph,1432,25,11,20.82,20.82,20.82,20.82,1247,1240,1244,1230,25734,25734,25734,25734,25957,25827,25893,25619,0.87,0.36,0.62,-0.45
Morris,Riverdale,1433,40,11,2.01,2.01,2.01,2.01,2126,2116,2113,2085,3559,3559,3559,3559,4273,4253,4247,4190,20.06,19.5,19.33,17.73
Morris,Rockaway,1434,25,11,2.07,2.07,2.07,2.07,3137,3129,3128,3074,6438,6438,6438,6438,6494,6478,6474,6363,0.87,0.62,0.56,-1.16
Morris,Rockaway Twp,1435,26,11,41.4,41.4,41.4,41.4,596,593,616,620,24156,24156,24156,24156,24679,24554,25494,25677,2.17,1.65,5.54,6.3
Morris,Roxbury,1436,25,7,20.83,20.83,20.83,20.83,1129,1122,1121,1100,23324,23324,23324,23324,23511,23374,23342,22912,0.8,0.21,0.08,-1.77
Morris,Victory Gardens,1437,25,11,0.15,0.15,0.15,0.15,10213,10127,10107,9933,1520,1520,1520,1520,1532,1519,1516,1490,0.79,-0.07,-0.26,-1.97
Morris,Washington Twp,1438,25,7,44.39,44.39,44.39,44.39,422,421,422,415,18533,18533,18533,18533,18752,18695,18726,18401,1.18,0.87,1.04,-0.71
Morris,Wharton,1439,25,7,2.15,2.15,2.15,2.15,3076,3059,3056,3003,6522,6522,6522,6522,6613,6577,6571,6457,1.4,0.84,0.75,-1
Ocean,Barnegat Light,1501,9,2,0.73,0.73,0.73,0.73,789,804,804,805,574,574,574,574,576,587,587,588,0.35,2.26,2.26,2.44
Ocean,Barnegat Twp,1533,9,3,34.38,34.38,34.38,34.38,643,648,663,674,20936,20936,20936,20936,22108,22288,22783,23167,5.6,6.46,8.82,10.66
Ocean,Bay Head,1502,10,4,0.58,0.58,0.58,0.58,1676,1686,1691,1684,968,968,968,968,972,978,981,977,0.41,1.03,1.34,0.93
Ocean,Beach Haven,1503,9,2,0.98,0.98,0.98,0.98,1196,1197,1206,1215,1170,1170,1170,1170,1172,1173,1182,1191,0.17,0.26,1.03,1.79
Ocean,Beachwood,1504,9,3,2.85,2.85,2.85,2.85,3935,3928,3947,3954,11045,11045,11045,11045,11214,11196,11248,11270,1.53,1.37,1.84,2.04
Ocean,Berkeley Twp,1505,9,3,42.86,42.86,42.86,42.86,973,973,974,974,41255,41255,41255,41255,41699,41689,41747,41762,1.08,1.05,1.19,1.23
Ocean,Brick,1506,10,3,25.72,25.72,25.72,25.72,2916,2918,2936,2942,75072,75072,75072,75072,75012,75061,75516,75667,-0.08,-0.01,0.59,0.79
Ocean,Eagleswood,1508,9,2,16.06,16.06,16.06,16.06,100,100,100,100,1603,1603,1603,1603,1607,1604,1611,1608,0.25,0.06,0.5,0.31
Ocean,Harvey Cedars,1509,9,2,0.56,0.56,0.56,0.56,609,607,611,607,337,337,337,337,341,340,342,340,1.19,0.89,1.48,0.89
Ocean,Island Heights,1510,10,3,0.61,0.61,0.61,0.61,2734,2700,2733,2744,1673,1673,1673,1673,1668,1647,1667,1674,-0.3,-1.55,-0.36,0.06
Ocean,Jackson,1511,12,4,99.24,99.24,99.24,99.24,568,572,575,577,54856,54856,54856,54856,56416,56733,57073,57218,2.84,3.42,4.04,4.31
Ocean,Lacey,1512,9,3,83.26,83.26,83.26,83.26,342,343,346,350,27644,27644,27644,27644,28450,28569,28819,29118,2.92,3.35,4.25,5.33
Ocean,Lakehurst,1513,10,4,0.91,0.91,0.91,0.91,2960,2958,2964,2967,2654,2654,2654,2654,2694,2692,2697,2700,1.51,1.43,1.62,1.73
Ocean,Lakewood,1514,30,4,24.58,24.58,24.58,24.58,4038,4099,4177,4237,92843,92843,92843,92843,99262,100758,102682,104157,6.91,8.53,10.6,12.19
Ocean,Lavallette,1515,10,3,0.81,0.81,0.81,0.81,2231,2262,2283,2288,1875,1875,1875,1875,1807,1832,1849,1853,-3.63,-2.29,-1.39,-1.17
Ocean,Little Egg Harbor,1516,9,2,47.37,47.37,47.37,47.37,436,439,447,451,20065,20065,20065,20065,20632,20818,21177,21386,2.83,3.75,5.54,6.58
Ocean,Long Beach,1517,9,2,5.44,5.44,5.44,5.44,556,561,563,564,3051,3051,3051,3051,3027,3050,3065,3067,-0.79,-0.03,0.46,0.52
Ocean,Manchester,1518,10,4,81.62,81.62,81.62,81.62,533,534,532,532,43070,43070,43070,43070,43542,43546,43395,43416,1.1,1.11,0.75,0.8
Ocean,Mantoloking,1519,10,3,0.39,0.39,0.39,0.39,649,644,659,659,296,296,296,296,253,251,257,257,-14.53,-15.2,-13.18,-13.18
Ocean,Ocean Gate,1521,9,3,0.45,0.45,0.45,0.45,4467,4462,4491,4502,2011,2011,2011,2011,2010,2008,2021,2026,-0.05,-0.15,0.5,0.75
Ocean,Ocean Twp,1520,9,3,20.56,20.56,20.56,20.56,430,438,440,441,8332,8332,8332,8332,8850,9013,9049,9062,6.22,8.17,8.61,8.76
Ocean,Pine Beach,1522,9,3,0.61,0.61,0.61,0.61,3525,3528,3554,3561,2127,2127,2127,2127,2150,2152,2168,2172,1.08,1.18,1.93,2.12
Ocean,Plumsted,1523,12,4,39.71,39.71,39.71,39.71,214,215,215,215,8421,8421,8421,8421,8513,8530,8543,8548,1.09,1.29,1.45,1.51
Ocean,Point Pleasant,1524,30,3,3.49,3.49,3.49,3.49,5307,5314,5344,5354,18392,18392,18392,18392,18523,18545,18651,18684,0.71,0.83,1.41,1.59
Ocean,Point Pleasant Beach,1525,10,4,1.43,1.43,1.43,1.43,3183,3178,3178,3176,4665,4665,4665,4665,4552,4544,4544,4542,-2.42,-2.59,-2.59,-2.64
Ocean,Seaside Heights,1526,10,3,0.62,0.62,0.62,0.62,4665,4671,4682,4687,2887,2887,2887,2887,2892,2896,2903,2906,0.17,0.31,0.55,0.66
Ocean,Seaside Park,1527,9,3,0.65,0.65,0.65,0.65,2386,2386,2383,2377,1579,1579,1579,1579,1551,1551,1549,1545,-1.77,-1.77,-1.9,-2.15
Ocean,Ship Bottom,1528,9,2,0.71,0.71,0.71,0.71,1599,1604,1610,1614,1156,1156,1156,1156,1135,1139,1143,1146,-1.82,-1.47,-1.12,-0.87
Ocean,South Toms River,1529,9,3,1.17,1.17,1.17,1.17,3193,3215,3224,3228,3684,3684,3684,3684,3736,3761,3772,3777,1.41,2.09,2.39,2.52
Ocean,Stafford,1530,9,2,45.85,45.85,45.85,45.85,588,592,596,601,26535,26535,26535,26535,26959,27153,27346,27542,1.6,2.33,3.06,3.79
Ocean,Surf City,1531,9,2,0.75,0.75,0.75,0.75,1605,1571,1583,1591,1205,1205,1205,1205,1204,1178,1187,1193,-0.08,-2.24,-1.49,-1
Ocean,Toms River,1507,10,3,40.49,40.49,40.49,40.49,2243,2268,2297,2315,91239,91239,91239,91239,90817,91837,93017,93717,-0.46,0.66,1.95,2.72
Ocean,Tuckerton,1532,9,2,3.36,3.36,3.36,3.36,1005,1005,1004,1004,3347,3347,3347,3347,3377,3378,3372,3375,0.9,0.93,0.75,0.84
Passaic,Bloomingdale,1601,39,11,8.71,8.71,8.71,8.71,943,938,946,927,7656,7656,7656,7656,8215,8173,8242,8072,7.3,6.75,7.65,5.43
Passaic,Clifton,1602,34,9,11.26,11.26,11.26,11.26,7667,7624,7692,7573,84136,84136,84136,84136,86334,85845,86607,85273,2.61,2.03,2.94,1.35
Passaic,Haledon,1603,35,9,1.15,1.15,1.15,1.15,7349,7300,7359,7231,8318,8318,8318,8318,8451,8395,8463,8316,1.6,0.93,1.74,-0.02
Passaic,Hawthorne,1604,38,9,3.33,3.33,3.33,3.33,5728,5688,5736,5641,18791,18791,18791,18791,19074,18941,19101,18786,1.51,0.8,1.65,-0.03
Passaic,Little Falls,1605,40,11,2.74,2.74,2.74,2.74,5304,5264,5293,5315,14432,14432,14432,14432,14533,14423,14502,14563,0.7,-0.06,0.49,0.91
Passaic,North Haledon,1606,35,11,3.45,3.45,3.45,3.45,2478,2461,2484,2440,8417,8417,8417,8417,8548,8491,8570,8418,1.56,0.88,1.82,0.01
Passaic,Passaic,1607,36,9,3.15,3.15,3.15,3.15,22567,22424,22618,22206,69781,69781,69781,69781,71085,70635,71247,69948,1.87,1.22,2.1,0.24
Passaic,Paterson,1608,35,9,8.43,8.43,8.43,8.43,17527,17438,17637,17275,146199,146199,146199,146199,147754,147000,148678,145627,1.06,0.55,1.7,-0.39
Passaic,Pompton Lakes,1609,40,11,2.91,2.91,2.91,2.91,3849,3824,3851,3785,11097,11097,11097,11097,11202,11127,11206,11014,0.95,0.27,0.98,-0.75
Passaic,Prospect Park,1610,35,9,0.48,0.48,0.48,0.48,12402,12319,12425,12206,5865,5865,5865,5865,5953,5913,5964,5859,1.5,0.82,1.69,-0.1
Passaic,Ringwood,1611,39,5,25.21,25.21,25.21,25.21,494,492,494,485,12228,12228,12228,12228,12448,12399,12454,12226,1.8,1.4,1.85,-0.02
Passaic,Totowa,1612,40,11,3.99,3.99,3.99,3.99,2750,2733,2711,2708,10804,10804,10804,10804,10973,10904,10817,10804,1.56,0.93,0.12,0
Passaic,Wanaque,1613,39,11,7.99,7.99,7.99,7.99,1483,1472,1501,1469,11116,11116,11116,11116,11848,11759,11994,11741,6.59,5.78,7.9,5.62
Passaic,Wayne,1614,40,11,23.73,23.73,23.73,23.73,2327,2305,2321,2261,54717,54717,54717,54717,55210,54690,55072,53657,0.9,-0.05,0.65,-1.94
Passaic,West Milford,1615,26,5,75.09,75.09,75.09,75.09,357,354,358,351,25850,25850,25850,25850,26770,26605,26856,26392,3.56,2.92,3.89,2.1
Passaic,Woodland Park,1616,40,11,2.96,2.96,2.96,2.96,4229,4272,4336,4261,11819,11819,11819,11819,12518,12645,12834,12614,5.91,6.99,8.59,6.73
Salem,Alloway,1701,3,2,33.4,33.4,33.4,33.4,101,100,100,100,3467,3467,3467,3467,3376,3330,3327,3338,-2.62,-3.95,-4.04,-3.72
Salem,Carneys Point,1713,3,2,16.86,16.86,16.86,16.86,465,461,457,457,8049,8049,8049,8049,7846,7772,7702,7707,-2.52,-3.44,-4.31,-4.25
Salem,Elmer,1702,3,2,0.87,0.87,0.87,0.87,1544,1525,1508,1506,1395,1395,1395,1395,1343,1327,1312,1310,-3.73,-4.87,-5.95,-6.09
Salem,Elsinboro,1703,3,2,11.92,11.92,11.92,11.92,84,83,82,82,1036,1036,1036,1036,997,986,976,974,-3.76,-4.83,-5.79,-5.98
Salem,Lower Alloways Creek,1704,3,2,45.23,45.23,45.23,45.23,38,39,37,37,1770,1770,1770,1770,1713,1782,1688,1675,-3.22,0.68,-4.63,-5.37
